id_transaccion,id_cliente,numero_cuenta,nombre_cliente,apellido_cliente,edad,genero,lugar_registro,ingreso_mensual_cliente,ahorro_actual_cliente,fecha_hora,id_categoria,categoria_slug,categoria_nombre,macro_categoria,concepto,comercio,monto,monto_signo,tipo_movimiento,medio_operacion,moneda,buro_credito_score
5a0f649c-9051-4080-9329-9cc20e9bb758,CLI-10034,MX-ACC-906790,Carlos,Gonzalez Hernandez,40,M,Puebla,10476.99,0.0,2026-04-06 05:44:00,28,articulos_deportivos,Articulos Deportivos,Ocio,Innvictus,Innvictus,511.0,-511.0,EGRESO,TRANSFERENCIA,MXN,809
4b908426-7e2e-46e1-8066-f022cdb27879,CLI-10024,MX-ACC-335362,Miguel,Gonzalez Flores,34,M,Monterrey,46765.82,0.0,2026-04-06 06:00:00,7,metro,Metro,Transporte,Metro,Metro,20.0,-20.0,EGRESO,TRANSFERENCIA,MXN,645
5ea7a892-d571-42f8-aaa5-c65c63dbf662,CLI-10041,MX-ACC-587462,Maria,Sanchez Ramirez,62,F,Guadalajara,36997.98,544.0,2026-04-06 06:17:00,8,metrobus,Metrobus,Transporte,Metrobus,Metrobus,50.0,-50.0,EGRESO,APP_MOVIL,MXN,763
0ff06fcb-502d-4063-bb54-b301f8496f73,CLI-10074,MX-ACC-384260,Miguel,Rodriguez Flores,26,M,Queretaro,20037.49,50526.18,2026-04-06 07:06:00,21,salidas,Salidas,Ocio,Cinepolis,Cinepolis,1041.0,-1041.0,EGRESO,EFECTIVO,MXN,613
002d9fda-3a39-40af-9f1b-256d75de883c,CLI-10010,MX-ACC-642335,Carlos,Perez Gonzalez,59,M,Cancun,42017.74,38427.36,2026-04-06 07:18:00,9,taxi,Taxi,Transporte,Cabify,Cabify,46.0,-46.0,EGRESO,APP_MOVIL,MXN,427
1a4df7a0-5ed3-48df-b7f3-af8c4eb562c8,CLI-10073,MX-ACC-415172,Gabriela,Gomez Gonzalez,42,F,Leon,14914.7,17679.32,2026-04-06 08:48:00,1,nomina_ingresos,Nomina / Ingresos,Ingreso,Nomina,Nomina,7457.35,7457.35,INGRESO,TRANSFERENCIA,MXN,755
7694c094-954e-4783-a6d2-f0e9d407715c,CLI-10080,MX-ACC-283675,Valeria,Hernandez Lopez,18,F,CDMX,17140.21,0.0,2026-04-06 10:44:00,1,nomina_ingresos,Nomina / Ingresos,Ingreso,Transferencia Recibida,Transferencia Recibida,419.0,419.0,INGRESO,TRANSFERENCIA,MXN,530
5b52bfd5-da9e-461f-8b97-f8cc6b19da69,CLI-10022,MX-ACC-241564,Sofia,Ramirez Martinez,41,F,Queretaro,17031.96,706.0,2026-04-06 11:07:00,23,zapatos_tacon,Zapatos de Tacon,Ocio,Capa de Ozono,Capa de Ozono,1555.0,-1555.0,EGRESO,APP_MOVIL,MXN,498
e85fda9c-9b5f-4e77-af54-6b0e51978e38,CLI-10067,MX-ACC-512498,Alejandro,Gomez Perez,46,M,Cancun,12011.16,5553.24,2026-04-06 11:14:00,19,videojuegos_consola,Videojuegos Consola,Ocio,Xbox Live,Xbox Live,927.0,-927.0,EGRESO,APP_MOVIL,MXN,685
bbd386af-9f02-4e1d-8915-ddc0ba92bd35,CLI-10020,MX-ACC-962645,Carlos,Rodriguez Rodriguez,65,M,Leon,10967.14,1498.0,2026-04-06 11:15:00,1,nomina_ingresos,Nomina / Ingresos,Ingreso,Nomina,Nomina,5483.57,5483.57,INGRESO,TRANSFERENCIA,MXN,421
0c47e03d-c679-4390-8eb5-c677e6d58b8c,CLI-10093,MX-ACC-616142,Manuel,Martinez Rodriguez,40,M,Cancun,34754.58,72443.17,2026-04-06 11:34:00,6,bus,Bus,Transporte,Bus,Bus,6.0,-6.0,EGRESO,EFECTIVO,MXN,488
bfd72ab8-09a3-492a-88f9-d26daf50042f,CLI-10096,MX-ACC-311837,Ricardo,Sanchez Gomez,66,M,Monterrey,24461.2,25599.49,2026-04-06 12:16:00,26,barberia,Barberia,Ocio,Barberia,Barberia,256.0,-256.0,EGRESO,APP_MOVIL,MXN,560
cf48d50d-49fe-4ec5-9e2c-ba4c38853ff8,CLI-10012,MX-ACC-865313,Miguel,Gomez Perez,49,M,Guadalajara,23629.06,9635.54,2026-04-06 12:49:00,17,streaming,Streaming,Ocio,Amazon Prime,Amazon Prime,99.0,-99.0,EGRESO,EFECTIVO,MXN,841
86ddba4b-7935-458c-a46e-ff728695f256,CLI-10080,MX-ACC-283675,Valeria,Hernandez Lopez,18,F,CDMX,17140.21,0.0,2026-04-06 15:00:00,27,salon_belleza,Salon de Belleza,Ocio,Salon de Belleza,Salon de Belleza,386.0,-386.0,EGRESO,POS,MXN,530
be2cb1a3-4578-41a0-a10b-6f4e7ebdd9fc,CLI-10033,MX-ACC-365517,Alejandro,Rodriguez Hernandez,60,M,Monterrey,65762.54,1291.0,2026-04-06 16:50:00,32,internet_telefonia_hogar,Internet y Telefonia Hogar,Servicios,Totalplay,Totalplay,999.0,-999.0,EGRESO,TRANSFERENCIA,MXN,729
d6f9da0f-8ee7-4b30-ad26-3c5bf6a7970e,CLI-10077,MX-ACC-258768,Daniela,Ramirez Sanchez,69,NO_ESPECIFICADO,Tijuana,19857.52,9600.62,2026-04-06 17:41:00,16,colegiatura,Colegiatura,Educacion,Colegiatura,Colegiatura,5827.0,-5827.0,EGRESO,APP_MOVIL,MXN,462
7ca075fa-3206-4401-b4e4-c73461ad6257,CLI-10032,MX-ACC-249143,Sofia,Flores Rodriguez,22,F,Monterrey,32037.97,53348.46,2026-04-06 17:47:00,1,nomina_ingresos,Nomina / Ingresos,Ingreso,Nomina,Nomina,16018.99,16018.99,INGRESO,TRANSFERENCIA,MXN,657
80abf9c3-b5bd-49c2-9159-8bd33a0e8597,CLI-10092,MX-ACC-799983,Valeria,Gonzalez Hernandez,54,F,Leon,10921.01,4148.35,2026-04-06 21:37:00,1,nomina_ingresos,Nomina / Ingresos,Ingreso,Nomina,Nomina,5460.51,5460.51,INGRESO,TRANSFERENCIA,MXN,729
4314c23d-bbba-4e02-85f8-fecf0d88f538,CLI-10059,MX-ACC-195462,Ana,Flores Perez,52,F,Merida,19122.2,0.0,2026-04-06 23:42:00,9,taxi,Taxi,Transporte,DiDi,DiDi,101.0,-101.0,EGRESO,POS,MXN,518
9e9ba422-a3af-4668-9c0c-efc155d77318,CLI-10072,MX-ACC-155318,Luis,Gonzalez Hernandez,68,M,Cancun,25671.57,17949.61,2026-04-07 02:45:00,19,videojuegos_consola,Videojuegos Consola,Ocio,PlayStation Network,PlayStation Network,874.0,-874.0,EGRESO,APP_MOVIL,MXN,547
c172f747-487b-4cae-9936-f84165e89912,CLI-10033,MX-ACC-365517,Alejandro,Rodriguez Hernandez,60,M,Monterrey,65762.54,1291.0,2026-04-07 03:13:00,1,nomina_ingresos,Nomina / Ingresos,Ingreso,Nomina,Nomina,32881.27,32881.27,INGRESO,TRANSFERENCIA,MXN,729
8ad4bb6d-55aa-4463-8d65-07201f3ae975,CLI-10007,MX-ACC-589570,Javier,Flores Sanchez,58,M,Leon,58292.59,12243.1,2026-04-07 05:27:00,34,herramientas,Herramientas,Otros,Herramientas,Herramientas,891.0,-891.0,EGRESO,EFECTIVO,MXN,432
906d47ae-9ee7-4a03-abe5-576d473932ce,CLI-10073,MX-ACC-415172,Gabriela,Gomez Gonzalez,42,F,Leon,14914.7,17679.32,2026-04-07 05:36:00,1,nomina_ingresos,Nomina / Ingresos,Ingreso,Nomina,Nomina,7457.35,7457.35,INGRESO,TRANSFERENCIA,MXN,755
24fb44ff-67b3-4ff8-87c6-9f60150b5b82,CLI-10044,MX-ACC-250159,Sofia,Hernandez Lopez,35,F,Tijuana,12635.6,0.0,2026-04-07 06:08:00,22,ropa,Ropa,Ocio,Palacio de Hierro,Palacio de Hierro,424.0,-424.0,EGRESO,APP_MOVIL,MXN,542
89791856-3848-4126-bd66-33cba1ee6c54,CLI-10072,MX-ACC-155318,Luis,Gonzalez Hernandez,68,M,Cancun,25671.57,17949.61,2026-04-07 06:24:00,17,streaming,Streaming,Ocio,Netflix,Netflix,139.0,-139.0,EGRESO,POS,MXN,547
ccd0cd1c-2e0d-4c75-912c-aded93462cef,CLI-10048,MX-ACC-374907,Javier,Flores Ramirez,39,M,CDMX,44341.05,204.0,2026-04-07 06:39:00,29,agua,Agua,Servicios,Agua,Agua,530.0,-530.0,EGRESO,TRANSFERENCIA,MXN,498
35103baa-6fd4-4926-b6b0-b039aaa8ec57,CLI-10011,MX-ACC-890180,Roberto,Sanchez Rodriguez,18,M,CDMX,14173.73,727.0,2026-04-07 08:11:00,30,electricidad,Electricidad,Servicios,Electricidad,Electricidad,433.0,-433.0,EGRESO,APP_MOVIL,MXN,632
42817d41-5af5-4997-a0ad-76ec4b1901fa,CLI-10050,MX-ACC-718362,Maria,Rodriguez Gomez,49,F,Monterrey,9960.63,0.0,2026-04-07 09:33:00,24,bolsas,Bolsas,Ocio,Cloe,Cloe,689.0,-689.0,EGRESO,EFECTIVO,MXN,438
c03f33e2-84ae-422b-9f98-8fd5ba7b57f1,CLI-10002,MX-ACC-305041,Camila,Lopez Ramirez,20,F,Cancun,48313.75,12277.41,2026-04-07 09:51:00,10,gasolina,Gasolina,Transporte,Pemex,Pemex,800.0,-800.0,EGRESO,TRANSFERENCIA,MXN,673
1772c30d-740d-41f5-8fd8-61cc58f731e2,CLI-10009,MX-ACC-424767,Sofia,Sanchez Rodriguez,69,F,Tijuana,25569.06,4200.82,2026-04-07 10:25:00,18,videojuegos,Videojuegos,Ocio,Nintendo eShop,Nintendo eShop,1199.0,-1199.0,EGRESO,POS,MXN,630
fcfb3fe9-6f85-4bb0-beff-11f422fa759f,CLI-10084,MX-ACC-881817,Gabriela,Gonzalez Hernandez,40,F,Merida,9696.55,9121.44,2026-04-07 12:26:00,32,internet_telefonia_hogar,Internet y Telefonia Hogar,Servicios,Infinitum,Infinitum,799.0,-799.0,EGRESO,APP_MOVIL,MXN,655
331c6850-3ec5-4aee-abf6-92d22a6bc068,CLI-10072,MX-ACC-155318,Luis,Gonzalez Hernandez,68,M,Cancun,25671.57,17949.61,2026-04-07 14:48:00,11,mantenimiento,Mantenimiento,Transporte,Mantenimiento Automotriz,Mantenimiento Automotriz,3200.0,-3200.0,EGRESO,EFECTIVO,MXN,547
80eae528-fcdd-42e8-9a1d-9ea64129d0a2,CLI-10042,MX-ACC-390160,Juan,Flores Lopez,45,M,Toluca,38151.07,26041.29,2026-04-07 16:17:00,35,otros,Otros,Otros,Compras Fisicas,Compras Fisicas,2406.0,-2406.0,EGRESO,POS,MXN,786
2c77f234-766a-49fa-af4e-971136435dc8,CLI-10051,MX-ACC-585450,Maria,Perez Martinez,47,F,Guadalajara,50855.17,723.0,2026-04-07 18:18:00,16,colegiatura,Colegiatura,Educacion,Colegiatura,Colegiatura,4752.0,-4752.0,EGRESO,EFECTIVO,MXN,654
7fcf3b40-631c-4411-92af-dafef158999c,CLI-10050,MX-ACC-718362,Maria,Rodriguez Gomez,49,F,Monterrey,9960.63,0.0,2026-04-07 19:13:00,13,farmacia,Farmacia,Salud,Farmacias Guadalajara,Farmacias Guadalajara,365.0,-365.0,EGRESO,EFECTIVO,MXN,438
ddcc164e-179c-4cbd-8a4a-d2ae941d9e7c,CLI-10070,MX-ACC-954211,Alejandro,Lopez Sanchez,44,M,Merida,40079.8,0.0,2026-04-07 21:23:00,3,comida_rapida,Comida Rapida,Alimentacion,Little Caesars,Little Caesars,483.0,-483.0,EGRESO,POS,MXN,496
073df0d3-af7e-4b82-8039-1cb628ccbaa3,CLI-10083,MX-ACC-360910,Ana,Sanchez Flores,24,F,Queretaro,35628.9,3857.89,2026-04-07 22:10:00,15,renta,Renta,Vivienda,Renta,Renta,9785.0,-9785.0,EGRESO,EFECTIVO,MXN,802
d2fb09c6-8b9a-45fc-a8d1-0df8317a61a3,CLI-10012,MX-ACC-865313,Miguel,Gomez Perez,49,M,Guadalajara,23629.06,9635.54,2026-04-07 22:34:00,1,nomina_ingresos,Nomina / Ingresos,Ingreso,Nomina,Nomina,11814.53,11814.53,INGRESO,TRANSFERENCIA,MXN,841
933c880c-8b93-4a80-becd-7fdbd03adedb,CLI-10016,MX-ACC-654594,Andrea,Rodriguez Gomez,56,F,Tijuana,64206.88,0.0,2026-04-07 22:53:00,35,otros,Otros,Otros,Compras Fisicas,Compras Fisicas,2498.0,-2498.0,EGRESO,TRANSFERENCIA,MXN,840
ef394a9b-198e-41ca-8954-4a1744c0c818,CLI-10036,MX-ACC-514568,Lucia,Gonzalez Rodriguez,56,F,CDMX,26375.93,16354.18,2026-04-07 23:35:00,24,bolsas,Bolsas,Ocio,Coach,Coach,709.0,-709.0,EGRESO,TRANSFERENCIA,MXN,667
32ca6a7c-8d53-4c19-840f-f8e010ab2e05,CLI-10054,MX-ACC-761450,Juan,Perez Martinez,19,M,Merida,16972.32,6443.31,2026-04-07 23:41:00,31,gas,Gas,Servicios,Gas,Gas,510.0,-510.0,EGRESO,TRANSFERENCIA,MXN,770
b9409578-b5f6-4264-9c79-470d794579c7,CLI-10044,MX-ACC-250159,Sofia,Hernandez Lopez,35,F,Tijuana,12635.6,0.0,2026-04-08 00:20:00,15,renta,Renta,Vivienda,Renta,Renta,12852.0,-12852.0,EGRESO,EFECTIVO,MXN,542
3c2015e5-770b-406f-a84f-6829b4b8e203,CLI-10036,MX-ACC-514568,Lucia,Gonzalez Rodriguez,56,F,CDMX,26375.93,16354.18,2026-04-08 02:39:00,16,colegiatura,Colegiatura,Educacion,Colegiatura,Colegiatura,3366.0,-3366.0,EGRESO,APP_MOVIL,MXN,667
23335752-608b-43d8-b8ba-d072eb787108,CLI-10067,MX-ACC-512498,Alejandro,Gomez Perez,46,M,Cancun,12011.16,5553.24,2026-04-08 03:56:00,26,barberia,Barberia,Ocio,Barberia,Barberia,236.0,-236.0,EGRESO,EFECTIVO,MXN,685
f6338342-560a-44ec-8ac2-898f77a64e6f,CLI-10020,MX-ACC-962645,Carlos,Rodriguez Rodriguez,65,M,Leon,10967.14,1498.0,2026-04-08 04:20:00,35,otros,Otros,Otros,Amazon,Amazon,479.0,-479.0,EGRESO,APP_MOVIL,MXN,421
2bf9fa39-16c2-449d-b93a-4220154550ae,CLI-10076,MX-ACC-666202,Miguel,Ramirez Hernandez,69,M,Guadalajara,24417.66,9153.19,2026-04-08 05:28:00,13,farmacia,Farmacia,Salud,Farmacias Guadalajara,Farmacias Guadalajara,450.0,-450.0,EGRESO,APP_MOVIL,MXN,609
cc84ac41-367f-4799-b71d-9c6173155d63,CLI-10096,MX-ACC-311837,Ricardo,Sanchez Gomez,66,M,Monterrey,24461.2,25599.49,2026-04-08 05:57:00,35,otros,Otros,Otros,Amazon,Amazon,928.0,-928.0,EGRESO,EFECTIVO,MXN,560
1409abe9-6039-4592-bd81-d10c55578bb2,CLI-10020,MX-ACC-962645,Carlos,Rodriguez Rodriguez,65,M,Leon,10967.14,1498.0,2026-04-08 07:31:00,7,metro,Metro,Transporte,Metro,Metro,5.0,-5.0,EGRESO,APP_MOVIL,MXN,421
39916504-85bb-4b23-8c23-29bc92ed8f33,CLI-10014,MX-ACC-206081,Gabriela,Perez Sanchez,21,F,Merida,10686.19,500.0,2026-04-08 08:29:00,23,zapatos_tacon,Zapatos de Tacon,Ocio,Capa de Ozono,Capa de Ozono,748.0,-748.0,EGRESO,TRANSFERENCIA,MXN,654
9c0f5d68-474c-4940-adc9-10326c93519c,CLI-10003,MX-ACC-824839,Miguel,Martinez Gonzalez,37,M,Puebla,14515.74,18448.8,2026-04-08 09:20:00,6,bus,Bus,Transporte,Bus,Bus,12.0,-12.0,EGRESO,APP_MOVIL,MXN,663
6203a47b-3b5c-4287-80fc-240c9d8a41f8,CLI-10064,MX-ACC-382762,Gabriela,Perez Lopez,36,F,Puebla,13450.55,15084.28,2026-04-08 09:54:00,7,metro,Metro,Transporte,Metro,Metro,5.0,-5.0,EGRESO,TRANSFERENCIA,MXN,400
ec5035f9-b8bc-4113-b3a6-85bae9534a44,CLI-10040,MX-ACC-257504,Manuel,Flores Ramirez,67,M,Merida,53493.4,0.0,2026-04-08 10:25:00,30,electricidad,Electricidad,Servicios,Electricidad,Electricidad,629.0,-629.0,EGRESO,POS,MXN,428
3234f84a-4ce6-4078-9371-525bf5b9f613,CLI-10023,MX-ACC-118070,Camila,Rodriguez Hernandez,35,F,Monterrey,25274.74,22934.86,2026-04-08 10:40:00,1,nomina_ingresos,Nomina / Ingresos,Ingreso,Nomina,Nomina,12637.37,12637.37,INGRESO,TRANSFERENCIA,MXN,759
f90f959c-ede3-4110-9437-e72a5d9ec352,CLI-10063,MX-ACC-984011,Lucia,Perez Perez,66,F,Queretaro,22496.28,32452.73,2026-04-08 11:50:00,15,renta,Renta,Vivienda,Renta,Renta,4301.0,-4301.0,EGRESO,POS,MXN,593
1579c608-3a94-41d8-a7ee-1d13e9254fd7,CLI-10058,MX-ACC-904462,Manuel,Perez Flores,45,M,Tijuana,18206.25,464.0,2026-04-08 12:51:00,26,barberia,Barberia,Ocio,Barberia,Barberia,114.0,-114.0,EGRESO,POS,MXN,553
2d0fad2e-3853-4b36-bb03-84fb14a13d6e,CLI-10086,MX-ACC-618271,Roberto,Perez Perez,60,M,Queretaro,19953.39,0.0,2026-04-08 12:59:00,1,nomina_ingresos,Nomina / Ingresos,Ingreso,Nomina,Nomina,9976.69,9976.69,INGRESO,TRANSFERENCIA,MXN,428
63ff751b-8987-4ae7-931a-3ad1766cf762,CLI-10080,MX-ACC-283675,Valeria,Hernandez Lopez,18,F,CDMX,17140.21,0.0,2026-04-08 13:39:00,33,telefonia_movil,Telefonia Movil,Servicios,AT&T,AT&T,150.0,-150.0,EGRESO,APP_MOVIL,MXN,530
ab872586-2f81-49eb-ba98-e034e27d6ad9,CLI-10057,MX-ACC-572930,Andrea,Ramirez Perez,64,F,Puebla,23334.75,0.0,2026-04-08 16:37:00,25,maquillaje,Maquillaje,Ocio,L'Oreal,L'Oreal,506.0,-506.0,EGRESO,POS,MXN,447
d178a1cc-5f82-41a9-8599-da6d7211da27,CLI-10066,MX-ACC-820801,Roberto,Gomez Perez,52,M,Guadalajara,17580.87,33460.93,2026-04-08 17:32:00,21,salidas,Salidas,Ocio,Restaurante Local,Restaurante Local,368.0,-368.0,EGRESO,APP_MOVIL,MXN,635
a4bc4f91-6ad1-4bd5-9326-3b9041b1e76d,CLI-10037,MX-ACC-159163,Luis,Ramirez Perez,30,M,Puebla,54175.81,495.0,2026-04-08 18:59:00,6,bus,Bus,Transporte,Bus,Bus,8.0,-8.0,EGRESO,EFECTIVO,MXN,844
e3906c3b-9604-4eb4-b1c3-da9f28c3f3bf,CLI-10031,MX-ACC-750419,Miguel,Flores Martinez,56,M,Cancun,17502.27,456.0,2026-04-08 20:15:00,20,viajes,Viajes,Ocio,Viajes,Viajes,9411.0,-9411.0,EGRESO,EFECTIVO,MXN,422
7ce5d51f-ab54-43dc-a7c2-5a7002cd9697,CLI-10097,MX-ACC-664262,Carlos,Flores Gonzalez,47,M,Puebla,9004.75,0.0,2026-04-08 22:23:00,9,taxi,Taxi,Transporte,Cabify,Cabify,115.0,-115.0,EGRESO,APP_MOVIL,MXN,673
ce46e05b-ab55-42c0-a3a2-771494a33eff,CLI-10094,MX-ACC-666074,Camila,Rodriguez Sanchez,43,F,Tijuana,25784.06,2121.64,2026-04-09 00:03:00,11,mantenimiento,Mantenimiento,Transporte,Mantenimiento Automotriz,Mantenimiento Automotriz,1122.0,-1122.0,EGRESO,EFECTIVO,MXN,516
13d148c2-c672-44a4-9069-d8000182c4a8,CLI-10029,MX-ACC-546438,Miguel,Flores Rodriguez,64,M,Queretaro,14760.12,659.0,2026-04-09 01:29:00,26,barberia,Barberia,Ocio,Barberia,Barberia,456.0,-456.0,EGRESO,TRANSFERENCIA,MXN,488
b6ed9482-aa61-4198-b37b-39d62d809714,CLI-10078,MX-ACC-535165,Luis,Ramirez Rodriguez,37,M,Tijuana,19710.02,0.0,2026-04-09 02:15:00,14,seguros,Seguros,Salud,AXA Seguros,AXA Seguros,2884.0,-2884.0,EGRESO,EFECTIVO,MXN,588
7273c65c-11c0-4193-b951-418c3e7ab7e3,CLI-10092,MX-ACC-799983,Valeria,Gonzalez Hernandez,54,F,Leon,10921.01,4148.35,2026-04-09 02:29:00,10,gasolina,Gasolina,Transporte,Oxxo Gas,Oxxo Gas,227.0,-227.0,EGRESO,APP_MOVIL,MXN,729
2b0c3f7c-ac38-42a3-9dce-c52c19c2f899,CLI-10046,MX-ACC-680466,Luis,Perez Rodriguez,26,M,Queretaro,16407.59,22277.93,2026-04-09 03:26:00,3,comida_rapida,Comida Rapida,Alimentacion,Burger King,Burger King,981.0,-981.0,EGRESO,TRANSFERENCIA,MXN,812
0bd3c894-5357-4671-87a6-ce90348abaf9,CLI-10053,MX-ACC-417267,Camila,Flores Hernandez,34,F,Leon,68723.81,0.0,2026-04-09 03:32:00,1,nomina_ingresos,Nomina / Ingresos,Ingreso,Transferencia Recibida,Transferencia Recibida,3965.0,3965.0,INGRESO,TRANSFERENCIA,MXN,583
02a3b023-6ff6-4db8-bf7f-6bd962369965,CLI-10038,MX-ACC-252617,Miguel,Martinez Martinez,52,M,Cancun,27448.23,1274.0,2026-04-09 04:18:00,10,gasolina,Gasolina,Transporte,Oxxo Gas,Oxxo Gas,1094.0,-1094.0,EGRESO,APP_MOVIL,MXN,543
6d12a5dc-0492-4cc4-842f-ba6a1e313cac,CLI-10095,MX-ACC-234055,Juan,Lopez Sanchez,52,M,Cancun,16686.81,2178.78,2026-04-09 04:31:00,33,telefonia_movil,Telefonia Movil,Servicios,AT&T,AT&T,249.0,-249.0,EGRESO,POS,MXN,558
1963c017-3926-4124-8b7f-c6bc121e086f,CLI-10007,MX-ACC-589570,Javier,Flores Sanchez,58,M,Leon,58292.59,12243.1,2026-04-09 04:59:00,8,metrobus,Metrobus,Transporte,Metrobus,Metrobus,6.0,-6.0,EGRESO,EFECTIVO,MXN,432
129f2af1-b8db-4f97-afe7-629edf6f205c,CLI-10041,MX-ACC-587462,Maria,Sanchez Ramirez,62,F,Guadalajara,36997.98,544.0,2026-04-09 07:07:00,32,internet_telefonia_hogar,Internet y Telefonia Hogar,Servicios,Totalplay,Totalplay,999.0,-999.0,EGRESO,EFECTIVO,MXN,763
73963bd2-ed82-446a-927a-afc3651b19ab,CLI-10085,MX-ACC-595553,Daniela,Rodriguez Flores,47,F,Toluca,22366.41,30456.86,2026-04-09 07:26:00,33,telefonia_movil,Telefonia Movil,Servicios,AT&T,AT&T,100.0,-100.0,EGRESO,TRANSFERENCIA,MXN,608
6c02536e-2ba8-45b2-bc2f-44f96af9cab8,CLI-10048,MX-ACC-374907,Javier,Flores Ramirez,39,M,CDMX,44341.05,204.0,2026-04-09 07:51:00,32,internet_telefonia_hogar,Internet y Telefonia Hogar,Servicios,Infinitum,Infinitum,799.0,-799.0,EGRESO,EFECTIVO,MXN,498
1b99e743-1e88-4a8c-8738-6e1da2fae3e6,CLI-10025,MX-ACC-132097,Manuel,Flores Sanchez,53,M,Monterrey,41019.0,23289.91,2026-04-09 11:40:00,34,herramientas,Herramientas,Otros,Herramientas,Herramientas,1656.0,-1656.0,EGRESO,APP_MOVIL,MXN,799
a1d135be-e036-4db8-8e40-311ea1f44e86,CLI-10036,MX-ACC-514568,Lucia,Gonzalez Rodriguez,56,F,CDMX,26375.93,16354.18,2026-04-09 11:51:00,20,viajes,Viajes,Ocio,Viajes,Viajes,8164.0,-8164.0,EGRESO,TRANSFERENCIA,MXN,667
ff129ada-7f0d-46ab-9362-6d7ec0afe549,CLI-10042,MX-ACC-390160,Juan,Flores Lopez,45,M,Toluca,38151.07,26041.29,2026-04-09 14:38:00,1,nomina_ingresos,Nomina / Ingresos,Ingreso,Nomina,Nomina,19075.53,19075.53,INGRESO,TRANSFERENCIA,MXN,786
2b0886c5-4e19-4f6f-b833-228cb83499fd,CLI-10027,MX-ACC-860463,Manuel,Martinez Martinez,56,NO_ESPECIFICADO,Monterrey,10784.22,0.0,2026-04-09 14:47:00,34,herramientas,Herramientas,Otros,Herramientas,Herramientas,1509.0,-1509.0,EGRESO,EFECTIVO,MXN,771
bc288ee0-c76b-4048-9644-542e56c2aeee,CLI-10059,MX-ACC-195462,Ana,Flores Perez,52,F,Merida,19122.2,0.0,2026-04-09 15:09:00,23,zapatos_tacon,Zapatos de Tacon,Ocio,Capa de Ozono,Capa de Ozono,1167.0,-1167.0,EGRESO,POS,MXN,518
ee0fc388-7e2f-4fcf-b997-abfd1a6ee08e,CLI-10096,MX-ACC-311837,Ricardo,Sanchez Gomez,66,M,Monterrey,24461.2,25599.49,2026-04-09 16:21:00,35,otros,Otros,Otros,Compras Fisicas,Compras Fisicas,942.0,-942.0,EGRESO,EFECTIVO,MXN,560
072b9937-e454-4279-849a-84b4c797255a,CLI-10035,MX-ACC-214352,Fernanda,Gonzalez Gomez,53,F,Guadalajara,19823.84,15792.2,2026-04-09 16:40:00,16,colegiatura,Colegiatura,Educacion,Colegiatura,Colegiatura,6915.0,-6915.0,EGRESO,EFECTIVO,MXN,756
8e69a505-6131-4194-97c3-989709273e77,CLI-10022,MX-ACC-241564,Sofia,Ramirez Martinez,41,F,Queretaro,17031.96,706.0,2026-04-09 17:16:00,1,nomina_ingresos,Nomina / Ingresos,Ingreso,Transferencia Recibida,Transferencia Recibida,2039.0,2039.0,INGRESO,TRANSFERENCIA,MXN,498
d3674f99-1431-4ff1-a7ee-925939637e83,CLI-10000,MX-ACC-164820,Luis,Gomez Martinez,56,M,Monterrey,20805.77,0.0,2026-04-09 17:40:00,17,streaming,Streaming,Ocio,Amazon Prime,Amazon Prime,99.0,-99.0,EGRESO,APP_MOVIL,MXN,487
7905a5af-8dda-48c0-8458-365c0c7524ba,CLI-10036,MX-ACC-514568,Lucia,Gonzalez Rodriguez,56,F,CDMX,26375.93,16354.18,2026-04-09 18:07:00,27,salon_belleza,Salon de Belleza,Ocio,Salon de Belleza,Salon de Belleza,387.0,-387.0,EGRESO,POS,MXN,667
215ade37-4c28-490a-a2bc-4084e172fdc8,CLI-10003,MX-ACC-824839,Miguel,Martinez Gonzalez,37,M,Puebla,14515.74,18448.8,2026-04-09 19:14:00,20,viajes,Viajes,Ocio,Viajes,Viajes,3892.0,-3892.0,EGRESO,EFECTIVO,MXN,663
8e9ae0f0-24ff-4386-b134-6f72c02bd3e0,CLI-10093,MX-ACC-616142,Manuel,Martinez Rodriguez,40,M,Cancun,34754.58,72443.17,2026-04-09 20:05:00,7,metro,Metro,Transporte,Metro,Metro,5.0,-5.0,EGRESO,TRANSFERENCIA,MXN,488
63252f71-9491-4bfd-b3cd-887d9e68ec5e,CLI-10005,MX-ACC-616588,Camila,Ramirez Gomez,38,F,Toluca,18842.61,0.0,2026-04-09 20:31:00,1,nomina_ingresos,Nomina / Ingresos,Ingreso,Nomina,Nomina,9421.31,9421.31,INGRESO,TRANSFERENCIA,MXN,452
6e4ad1f6-dd2f-421c-8178-7b3bb67783bc,CLI-10061,MX-ACC-216421,Sofia,Flores Ramirez,54,F,Merida,18022.3,16724.07,2026-04-09 21:15:00,1,nomina_ingresos,Nomina / Ingresos,Ingreso,Nomina,Nomina,9011.15,9011.15,INGRESO,TRANSFERENCIA,MXN,839
dd8293f6-225c-4d93-8fb7-4b5f0809235e,CLI-10049,MX-ACC-416076,Javier,Perez Hernandez,40,M,Puebla,38305.66,35605.9,2026-04-10 02:59:00,30,electricidad,Electricidad,Servicios,Electricidad,Electricidad,904.0,-904.0,EGRESO,APP_MOVIL,MXN,544
